! R140 Conversion
! Date: 2024-08-14 14:49:34
! Start: 200.00MHz  Stop: 14.00GHz  Points: 167
! Permativity
# Hz e R 50
Frequency           Permativity_Real           Permativity__Imag           Q           Tan           Reflection_Real           Reflection_Imag
9.75000000E+9      6.11585800E+1      3.14290800E+1      1.70473000E+1      5.13895400E-1      -6.64228400E-1      -1.76726200E-1
1.00000000E+10      6.05091000E+1      3.18838200E+1      1.77374200E+1      5.26927400E-1      -6.69817000E-1      -1.67382800E-1
1.02500000E+10      5.98659200E+1      3.21114600E+1      1.83106200E+1      5.36390400E-1      -6.65214600E-1      -1.61035600E-1
1.05000000E+10      5.92184400E+1      3.22837400E+1      1.88579000E+1      5.45164800E-1      -6.67325600E-1      -1.50041600E-1
1.07500000E+10      5.84965400E+1      3.26649400E+1      1.95348200E+1      5.58408200E-1      -6.66785800E-1      -1.41936400E-1
1.10000000E+10      5.77941800E+1      3.29861200E+1      2.01856400E+1      5.70751400E-1      -6.64244000E-1      -1.32501600E-1
1.12500000E+10      5.70699600E+1      3.33790200E+1      2.08903400E+1      5.84879000E-1      -6.66683400E-1      -1.24854600E-1
1.15000000E+10      5.62421600E+1      3.36966800E+1      2.15577800E+1      5.99135600E-1      -6.56644600E-1      -1.17776200E-1
1.17500000E+10      5.54907200E+1      3.39017200E+1      2.21604800E+1      6.10944200E-1      -6.63972000E-1      -1.12711400E-1
1.20000000E+10      5.46419000E+1      3.41329200E+1      2.27863400E+1      6.24667200E-1      -6.55540800E-1      -1.04601800E-1
1.22500000E+10      5.39601600E+1      3.42319200E+1      2.33284800E+1      6.34394000E-1      -6.61866200E-1      -1.03986200E-1
1.25000000E+10      5.32429000E+1      3.43631400E+1      2.38958200E+1      6.45404600E-1      -6.50922000E-1      -9.39989400E-2
1.27500000E+10      5.27007600E+1      3.44730600E+1      2.44517000E+1      6.54131200E-1      -6.57287800E-1      -9.12318400E-2
1.30000000E+10      5.21065600E+1      3.45780800E+1      2.50071200E+1      6.63606600E-1      -6.49507400E-1      -8.69940800E-2
1.32500000E+10      5.16362600E+1      3.46804200E+1      2.55634400E+1      6.71633000E-1      -6.49864000E-1      -7.57420200E-2
1.35000000E+10      5.11915400E+1      3.47960200E+1      2.61326000E+1      6.79728000E-1      -6.52318600E-1      -7.38698600E-2
1.37500000E+10      5.08385000E+1      3.48575800E+1      2.66636400E+1      6.85662000E-1      -6.49226000E-1      -6.16066400E-2
1.40000000E+10      5.04803000E+1      3.49231400E+1      2.71994800E+1      6.91830000E-1      -6.51101200E-1      -6.40045600E-2
